TIGR02718	siderophore transporter, RhtX/FptX family
TIGR00422	valine--tRNA ligase
TIGR02274	deoxycytidine triphosphate deaminase
TIGR02085	23S rRNA (uracil-5-)-methyltransferase RumB
TIGR01074	ATP-dependent DNA helicase Rep
TIGR00823	PTS system, lactose-specific IIa component
TIGR03265	putative 2-aminoethylphosphonate ABC transporter, ATP-binding protein
TIGR01208	glucose-1-phosphate thymidylyltransferase
TIGR03466	hopanoid-associated sugar epimerase
TIGR03478	DMSO reductase family type II enzyme, iron-sulfur subunit
TIGR00036	4-hydroxy-tetrahydrodipicolinate reductase
TIGR03433	transcriptional regulator, Acidobacterial, PadR-family
TIGR02665	molybdenum cofactor guanylyltransferase
TIGR03196	xanthine dehydrogenase D subunit
TIGR01797	chorismate mutase
TIGR03536	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
TIGR02934	probable nitrogen fixation protein FixT
TIGR02247	epoxide hydrolase N-terminal domain-like phosphatase
TIGR03147	cytochrome c nitrite reductase, accessory protein NrfF
TIGR01120	ribose 5-phosphate isomerase B
TIGR01788	glutamate decarboxylase
TIGR01686	FkbH domain
TIGR00813	transporter, solute:sodium symporter (SSS) family
TIGR00934	potassium uptake protein, Trk family
TIGR02777	DNA ligase D, 3'-phosphoesterase domain
TIGR04495	putative rSAM-modified RiPP, XyeA family
TIGR00220	large conductance mechanosensitive channel protein
TIGR03006	polysaccharide deacetylase family protein, PEP-CTERM locus subfamily
TIGR01635	phage virion morphogenesis protein
TIGR03299	phage/plasmid-like protein TIGR03299
TIGR02620	putative CRISPR-associated protein, VVA1548 family
TIGR01170	ribosomal protein uL1, mitochondrial
TIGR01139	cysteine synthase A
TIGR04405	sporulation killing factor system integral membrane protein
TIGR00469	phenylalanine--tRNA ligase
TIGR01976	cysteine desulfurase family protein
TIGR00684	nitrate reductase molybdenum cofactor assembly chaperone
TIGR02297	4-hydroxyphenylacetate catabolism regulatory protein HpaA
TIGR04089	alternate signal-mediated exported protein, RER_14450 family
TIGR04415	autotransporter passenger strand-loop-strand repeat
TIGR01090	adenine phosphoribosyltransferase
TIGR01638	Arabidopsis thaliana cystatin-related protein
TIGR00735	imidazoleglycerol phosphate synthase, cyclase subunit
TIGR03844	cysteate synthase
TIGR03605	SagB-type dehydrogenase domain
TIGR04462	enduracididine biosynthesis enzyme MppP
TIGR03656	heme uptake protein IsdC
TIGR02640	gas vesicle protein GvpN
TIGR00161	TIGR00161 family protein
TIGR00622	transcription factor ssl1
TIGR00893	D-galactonate transporter
TIGR02996	repeat-companion domain TIGR02996
TIGR00486	dinuclear metal center protein, YbgI/SA1388 family
TIGR01198	6-phosphogluconolactonase
TIGR04533	cyanoexosortase B-associated protein
TIGR01878	CRISPR type I-A/APERN-associated protein Csa5
TIGR03938	poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase PgaB
TIGR01563	putative phage head-tail adaptor
TIGR01611	phage major tail tube protein
TIGR03529	gliding motility-associated lipoprotein GldK
TIGR03713	accessory Sec system protein Asp1
TIGR00839	aspartate ammonia-lyase
TIGR04112	putative selenium metabolism protein, YedE family
TIGR00601	UV excision repair protein Rad23
TIGR02388	DNA-directed RNA polymerase, beta'' subunit
TIGR02017	N-formylglutamate deformylase
TIGR03585	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase
TIGR04571	lipid A Kdo2 1-phosphate O-methyltransferase
TIGR03103	GNAT-family acetyltransferase TIGR03103
TIGR02940	Fe-only nitrogenase accessory protein AnfO
TIGR04187	ATP-grasp ribosomal peptide maturase, SAV_5884 family
TIGR03875	RNA ligase partner, MJ_0950 family
TIGR03061	YhgE/Pip N-terminal domain
TIGR00821	PTS system, glucitol/sorbitol-specific, IIC component
TIGR01983	3-demethylubiquinone-9 3-O-methyltransferase
TIGR02271	conserved domain
TIGR00781	cytochrome c oxidase, cbb3-type, subunit II
TIGR03748	integrating conjugative element protein PilL, PFGI-1 class
TIGR00343	pyridoxal 5'-phosphate synthase, synthase subunit Pdx1
TIGR02428	3-oxoacid CoA-transferase, B subunit
TIGR03586	pseudaminic acid synthase
TIGR01732	conserved hypothetical protein
TIGR03287	putative methanogenesis marker 16 metalloprotein
TIGR02126	phage major tail protein, TP901-1 family
TIGR03649	ergot alkaloid biosynthesis protein, AFUA_2G17970 family
TIGR02526	PduT-like ethanolamine utilization protein
TIGR02542	TANFOR domain
TIGR01531	glycogen debranching enzyme
TIGR03372	putrescine aminotransferase
TIGR03693	putative thiazole-containing bacteriocin maturation protein
TIGR03184	DNA sulfur modification protein DndE
TIGR01157	photosynthetic reaction center L subunit
TIGR01000	bacteriocin secretion accessory protein
TIGR00523	translation initiation factor eIF-1A
TIGR02184	Mycoplasma virulence family signal region
TIGR00924	amino acid/peptide transporter (Peptide:H+ symporter)
TIGR04505	phosphate ABC transporter substrate-binding protein
TIGR01175	type IV pilus assembly protein PilM
TIGR01737	phosphoribosylformylglycinamidine synthase I
TIGR01249	prolyl aminopeptidase
TIGR00309	V-type ATPase, D subunit
TIGR02855	sporulation peptidase YabG
TIGR03729	putative phosphoesterase
TIGR04544	beta-methylarginine biosynthesis bifunctional aminotransferase
TIGR03208	cyclohexanecarboxylate-CoA ligase
TIGR03076	chlamydial GcvH-like protein upstream region protein
TIGR01226	phenylalanine ammonia-lyase
TIGR01060	phosphopyruvate hydratase
TIGR03157	CRISPR type I-D/CYANO-associated protein Csc2
TIGR02001	conserved hypothetical protein
TIGR00323	putative translation initiation factor eIF-6
TIGR03414	choline ABC transporter, periplasmic binding protein
TIGR02581	CRISPR-associated RAMP protein, SSO1426 family
TIGR03312	probable selenate reductase, FAD-binding subunit
TIGR02674	CRISPR-associated RAMP protein, Csx10 family
TIGR03507	decaheme c-type cytochrome, OmcA/MtrC family
TIGR02702	iron-sulfur cluster biosynthesis transcriptional regulator SufR
TIGR03122	formylmethanofuran dehydrogenase subunit C
TIGR02599	Verru_Chthon cassette protein C
TIGR02419	phage/conjugal plasmid C-4 type zinc finger protein, TraR family
TIGR00019	peptide chain release factor 1
TIGR00741	ribosomal subunit interface protein
TIGR04277	tetrahymanol synthase
TIGR01681	HAD phosphatase, family IIIC
TIGR04206	TIGR04206 family protein
TIGR03050	photosystem I reaction center PsaK
TIGR00093	pseudouridine synthase
TIGR03737	PRTRC system protein B
TIGR00148	decarboxylase, UbiD family
TIGR00800	NCS1 nucleoside transporter family
TIGR03396	phospholipase C, phosphocholine-specific
TIGR03074	membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family
TIGR00080	protein-L-isoaspartate O-methyltransferase
TIGR02649	ribonuclease BN
TIGR02686	conjugative relaxase domain
TIGR03810	arginine-ornithine antiporter
TIGR04306	thiaminase II
TIGR02499	type III secretion apparatus protein, HrpE/YscL family
TIGR00374	TIGR00374 family protein
TIGR03425	urea carboxylase-associated protein 2
TIGR02784	double-strand break repair helicase AddA
TIGR03769	actinobacterial surface-anchored protein domain
TIGR00712	glycerol-3-phosphate transporter
TIGR02972	trimethylamine N-oxide reductase system, TorE protein
TIGR03804	parallel beta-helix repeat
TIGR03788	marine proteobacterial sortase target protein
TIGR00721	DNA-binding protein, Tfx family
TIGR00384	succinate dehydrogenase and fumarate reductase iron-sulfur protein
TIGR02332	4-hydroxyphenylacetate permease
TIGR03504	FimV C-terminal domain
TIGR02740	TraF-like protein
TIGR03109	exosortase A
TIGR02587	putative integral membrane protein TIGR02587
TIGR00059	ribosomal protein bL17
TIGR03467	squalene-associated FAD-dependent desaturase
TIGR03413	hydroxyacylglutathione hydrolase
TIGR02921	PEP-CTERM family integral membrane protein
TIGR03014	exopolysaccharide biosynthesis operon protein EpsL
TIGR02586	CRISPR-associated protein Cas5/DevS, subtype MYXAN
TIGR03877	KaiC domain protein, Ph0284 family
TIGR02794	protein TolA
TIGR01011	ribosomal protein uS2
TIGR00367	K+-dependent Na+/Ca+ exchanger homolog
TIGR04159	methanobactin biosynthesis cassette protein MbnB
TIGR02205	cell division protein ZipA
TIGR03417	choline-sulfatase
TIGR03784	sortase, marine proteobacterial type
TIGR04183	Por secretion system C-terminal sorting domain
TIGR01935	RraA family
TIGR01799	chorismate mutase
TIGR03726	putative cross-wall-targeting lipoprotein signal
TIGR00455	adenylyl-sulfate kinase
TIGR04531	putative nonproteinogenic amino acid hydroxylase
TIGR00398	methionine--tRNA ligase
TIGR03173	xanthine permease
TIGR00466	3-deoxy-D-manno-octulosonate cytidylyltransferase
TIGR01390	2',3'-cyclic-nucleotide 2'-phosphodiesterase
TIGR03181	pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit
TIGR03156	GTP-binding protein HflX
TIGR02785	helicase-exonuclease AddAB, AddA subunit
TIGR03020	transcriptional regulator EpsA
TIGR00909	amino acid transporter
TIGR00838	argininosuccinate lyase
TIGR01782	TonB-dependent receptor
TIGR04228	adhesin isopeptide-forming adherence domain
TIGR02525	plasmid transfer ATPase TraJ
TIGR00222	3-methyl-2-oxobutanoate hydroxymethyltransferase
TIGR01316	glutamate synthase (NADPH), homotetrameric
TIGR00096	16S rRNA (cytidine(1402)-2'-O)-methyltransferase
TIGR00440	glutamine--tRNA ligase
TIGR03583	putative amidohydrolase, EF_0837/AHA_3915 family
TIGR01600	phage minor tail protein L
TIGR01456	HAD hydrolase, TIGR01456 family
TIGR01727	oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain
TIGR02862	pro-sigmaK processing inhibitor BofA
TIGR02174	selT/selW/selH selenoprotein domain
TIGR00257	uncharacterized protein, YigZ family
TIGR02644	pyrimidine-nucleoside phosphorylase
TIGR03968	mycofactocin system transcriptional regulator
TIGR02776	DNA ligase D
TIGR02936	ferredoxin III, nif-specific
TIGR01582	formate dehydrogenase, beta subunit
TIGR02006	cysteine desulfurase IscS
TIGR03948	butyryl-CoA:acetate CoA-transferase
TIGR01927	o-succinylbenzoate synthase
TIGR03690	proteasome, beta subunit
TIGR00325	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase
TIGR02786	double-strand break repair protein AddB
TIGR04095	DNA phosphorothioation system restriction enzyme
TIGR01388	ribonuclease D
TIGR04039	di-heme enzyme, MXAN_0977 family
TIGR04509	putative modified peptide
TIGR01800	2-methylcitrate synthase/citrate synthase II
TIGR00816	C4-dicarboxylate transporter/malic acid transport protein
TIGR03244	arginine N-succinyltransferase
TIGR02194	glutaredoxin-like protein NrdH
TIGR03796	NHLM bacteriocin system ABC transporter, peptidase/ATP-binding protein
TIGR00134	glutamyl-tRNA(Gln) amidotransferase, subunit E
TIGR00293	prefoldin, alpha subunit
TIGR00084	Holliday junction DNA helicase RuvA
TIGR01252	alpha-acetolactate decarboxylase
TIGR01558	putative phage terminase, small subunit, P27 family
TIGR03795	ribosomal natural product, two-chain TOMM family
TIGR00380	cobalamin biosynthesis protein CobD
TIGR02850	RNA polymerase sigma-G factor
TIGR03161	alpha-ribazole phosphatase CobZ
TIGR04570	small integral membrane protein
TIGR01022	ribosomal protein bL36
TIGR00075	hydrogenase expression/formation protein HypD
TIGR01579	MiaB-like tRNA modifying enzyme
TIGR01649	hnRNP-L/PTB/hephaestus splicing factor family
TIGR00437	ferrous iron transport protein B
TIGR03381	N-carbamoylputrescine amidase
TIGR02789	nickel ABC transporter, permease subunit NikB
TIGR00744	ROK family protein (putative glucokinase)
TIGR02982	ABC exporter ATP-binding subunit, DevA family
TIGR02570	CRISPR-associated protein GSU0053/csb1, Dpsyc system
TIGR04200	XrtJ-associated TM-motif-TM protein
TIGR01865	CRISPR subtype II RNA-guided endonuclease Cas9
TIGR02801	protein TolR
TIGR00609	exodeoxyribonuclease V, beta subunit
TIGR01304	IMP dehydrogenase family protein
TIGR03228	anthranilate 1,2-dioxygenase, large subunit
TIGR01464	uroporphyrinogen decarboxylase
TIGR01977	cysteine desulfurase family protein
TIGR00027	methyltransferase, TIGR00027 family
TIGR01246	succinyl-diaminopimelate desuccinylase
TIGR02845	stage V sporulation protein AD
TIGR03395	sphingomyelin phosphodiesterase
TIGR03449	D-inositol-3-phosphate glycosyltransferase
TIGR02329	propionate catabolism operon regulatory protein PrpR
TIGR01250	proline-specific peptidase
TIGR01971	NADH-quinone oxidoreductase, chain I
TIGR00475	selenocysteine-specific translation elongation factor
TIGR01537	phage portal protein, HK97 family
TIGR03765	integrating conjugative element protein, PFL_4695 family
TIGR02842	cytochrome o ubiquinol oxidase, subunit III
TIGR03347	type VI secretion protein, VC_A0111 family
TIGR02432	tRNA(Ile)-lysidine synthetase
TIGR02923	ATP synthase A1, C subunit
TIGR01966	ribonuclease PH
TIGR01359	UMP-CMP kinase family
TIGR02025	magnesium chelatase, H subunit
TIGR04496	radical SAM/SPASM domain peptide maturase, XyeB family
TIGR01791	chorismate mutase
TIGR02414	aminopeptidase N
TIGR03838	glutamyl-queuosine tRNA(Asp) synthetase
TIGR02389	DNA-directed RNA polymerase, subunit A''
TIGR00263	tryptophan synthase, beta subunit
TIGR00979	fumarate hydratase, class II
TIGR01162	phosphoribosylaminoimidazole carboxylase, catalytic subunit
TIGR03410	urea ABC transporter, ATP-binding protein UrtE
TIGR01836	poly(R)-hydroxyalkanoic acid synthase, class III, PhaC subunit
TIGR00518	alanine dehydrogenase
TIGR00991	GTP-binding protein
TIGR03644	probable ammonium transporter, marine subtype
TIGR03865	PQQ-dependent catabolism-associated CXXCW motif protein
TIGR04447	cyanobactin cluster PatC/TenC/TruC protein
TIGR04157	glycosyltransferase, GG-Bacteroidales peptide system
TIGR00585	DNA mismatch repair protein MutL
TIGR01475	putative 4-hydroxybenzoate polyprenyltransferase
TIGR04221	accessory Sec system translocase SecA2
TIGR03496	flagellar protein export ATPase FliI
TIGR04530	hemophore
TIGR04203	Streptococcal surface-anchored protein repeat, S. criceti family
TIGR01445	intein N-terminal splicing region
TIGR03667	PPOX class probable F420-dependent enzyme, Rv3369 family
TIGR03904	uncharacterized radical SAM protein YgiQ
TIGR00746	carbamate kinase
TIGR03750	conjugative transfer region protein, TIGR03750 family
TIGR04365	autonomous glycyl radical cofactor GrcA
TIGR00391	hydrogenase (NiFe) small subunit (hydA)
TIGR03423	penicillin-binding protein 2
TIGR00842	transporter, betaine/carnitine/choline transporter (BCCT) family
TIGR02798	4-carboxy-4-hydroxy-2-oxoadipate aldolase/oxaloacetate decarboxylase
TIGR00411	redox-active disulfide protein 1
TIGR03295	coenzyme F420 hydrogenase, subunit alpha
TIGR03882	bacteriocin biosynthesis cyclodehydratase domain
TIGR02662	ADP-ribosyl-[dinitrogen reductase] hydrolase
TIGR02264	Myxococcus xanthus double-CXXCG motif paralogous family
TIGR00595	primosomal protein N'
TIGR02809	phasin family protein
TIGR04555	sulfite dehydrogenase
TIGR03080	methane monooxygenase/ammonia monooxygenase, subunit A
TIGR03394	indolepyruvate/phenylpyruvate decarboxylase
TIGR01214	dTDP-4-dehydrorhamnose reductase
TIGR03913	Y_X(10)_GDL-associated radical SAM protein
TIGR01510	pantetheine-phosphate adenylyltransferase
TIGR00792	sugar (Glycoside-Pentoside-Hexuronide) transporter
TIGR00498	repressor LexA
TIGR01821	5-aminolevulinic acid synthase
TIGR00355	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
TIGR03001	RNA polymerase sigma-70 factor, Myxococcales family 1
TIGR00377	anti-anti-sigma factor
TIGR03695	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
TIGR04174	IPTL-CTERM protein sorting domain
TIGR01484	HAD hydrolase, family IIB
TIGR00992	chloroplast envelope protein translocase, IAP75 family
TIGR03119	formylmethanofuran--tetrahydromethanopterin N-formyltransferase
TIGR03360	type VI secretion-associated protein, VC_A0118 family
TIGR03829	uncharacterized protein, YokU family
TIGR01322	sucrose-6-phosphate hydrolase
TIGR02173	putative cytidylate kinase
TIGR02384	addiction module antitoxin, RelB/DinJ family
TIGR02560	type III secretion protein HrpB4
TIGR00237	exodeoxyribonuclease VII, large subunit
TIGR01104	V-type H(+)-translocating pyrophosphatase
TIGR00288	TIGR00288 family protein
TIGR01441	GPR endopeptidase
TIGR00729	ribonuclease HII
TIGR00350	cell envelope-related function transcriptional attenuator common domain
TIGR03793	NHLP leader peptide domain
TIGR01980	FeS assembly protein SufB
TIGR04545	heme b synthase
TIGR02830	stage III sporulation protein AG
TIGR02406	diaminobutyrate acetyltransferase
TIGR02118	conserved hypothetical protein
TIGR01765	transposase, putative, N-terminal domain
TIGR00972	phosphate ABC transporter, ATP-binding protein
TIGR03532	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
TIGR00533	hydroxymethylglutaryl-CoA reductase (NADPH)
TIGR00875	fructose-6-phosphate aldolase
TIGR02531	TrpR homolog YerC/YecD
TIGR04290	methyltransferase, Rta_06860 family
TIGR04432	23S rRNA (adenine(2503)-C(8))-methyltransferase Cfr
TIGR02397	DNA polymerase III, subunit gamma and tau
TIGR00087	5'/3'-nucleotidase SurE
TIGR00402	ferredoxin-type protein NapF
TIGR02910	sulfite reductase, subunit A
TIGR03005	ectoine/hydroxyectoine ABC transporter, ATP-binding protein EhuA
TIGR03271	putative methanogenesis marker protein 5
TIGR02343	T-complex protein 1, epsilon subunit
TIGR02431	beta-ketoadipate pathway transcriptional regulators, PcaR/PcaU/PobR family
TIGR03601	bacteriocin, heterocycloanthracin/sonorensin family
TIGR04266	NDMA-dependent methanol dehydrogenase
TIGR02828	putative membrane fusion protein
TIGR00809	protein-export chaperone SecB
TIGR00536	methyltransferase, HemK family
TIGR03477	DMSO reductase family type II enzyme, heme b subunit
TIGR00915	RND transporter, hydrophobe/amphiphile efflux-1 (HAE1) family
TIGR02283	lytic murein transglycosylase
TIGR02857	thiol reductant ABC exporter, CydD subunit
TIGR03081	methylmalonyl-CoA epimerase
TIGR01029	ribosomal protein uS7
TIGR03278	methanogenesis marker radical SAM protein
TIGR03002	lipopolysaccharide transport periplasmic protein LptA
TIGR00780	cytochrome c oxidase, cbb3-type, subunit I
TIGR01239	galactose-1-phosphate uridylyltransferase
TIGR01046	ribosomal protein uS10
TIGR03519	type IX secretion system membrane protein, PorP/SprF family
TIGR02178	elongation factor P-like protein YeiP
TIGR01852	acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase
TIGR03942	anaerobic sulfatase maturase
TIGR01370	extracellular protein
TIGR01660	nitrate reductase, beta subunit
TIGR01031	ribosomal protein bL32
TIGR00392	isoleucine--tRNA ligase
TIGR04199	exosortase J
TIGR02277	phenylacetic acid degradation operon negative regulatory protein PaaX
TIGR01096	lysine-arginine-ornithine-binding periplasmic protein
TIGR01759	malate dehydrogenase
TIGR03929	type VII secretion protein EsaA
TIGR01383	DJ-1 family protein
TIGR01656	histidinol-phosphate phosphatase domain
TIGR01529	arginine repressor
TIGR03859	coenzyme PQQ biosynthesis protein PqqD
TIGR01098	phosphate/phosphite/phosphonate ABC transporter, periplasmic binding protein
TIGR01969	cell division ATPase MinD
TIGR02520	type IVB pilus formation outer membrane protein, R64 PilN family
TIGR01815	anthranilate synthase
TIGR03086	TIGR03086 family protein
TIGR02486	reductive dehalogenase
TIGR03678	bacteriocin leader peptide, microcyclamide/patellamide family
TIGR03505	FimV N-terminal domain
TIGR04283	transferase 2, rSAM/selenodomain-associated
TIGR02042	sulfite reductase, ferredoxin dependent
TIGR01855	imidazole glycerol phosphate synthase, glutamine amidotransferase subunit
TIGR03126	formaldehyde-activating enzyme
TIGR02553	type III effector protein IpaD/SipD/SspD
TIGR01163	ribulose-phosphate 3-epimerase
TIGR02666	molybdenum cofactor biosynthesis protein A
TIGR01508	diaminohydroxyphosphoribosylaminopyrimidine reductase
TIGR02286	phenylacetic acid degradation protein PaaD
TIGR03209	transcriptional regulator BotR, P-21
TIGR01916	coenzyme F420-0:L-glutamate ligase
TIGR00468	phenylalanine--tRNA ligase, alpha subunit
TIGR02308	RNA ligase, T4 RnlA family
TIGR02874	sporulation protein YtfJ
TIGR02075	UMP kinase
TIGR03338	phosphonate utilization associated transcriptional regulator
TIGR01406	DNA polymerase III, epsilon subunit
TIGR00211	glycine--tRNA ligase, beta subunit
TIGR04401	twin-arginine translocation signal/Cys-rich four helix bundle protein
TIGR01016	succinate-CoA ligase, beta subunit
TIGR04341	ACGX-repeat peptide
TIGR04316	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
TIGR03603	thiazole/oxazole-forming peptide maturase, SagC family component
TIGR03057	X-X-X-Leu-X-X-Gly heptad repeats
TIGR02582	CRISPR type III-A/MTUBE-associated RAMP protein Csm3
TIGR00678	DNA polymerase III, delta' subunit
TIGR03595	Obg family GTPase CgtA, C-terminal extension
TIGR01946	electron transport complex, RnfABCDGE type, D subunit
TIGR04189	cell surface protein SprA
TIGR02244	HAD superfamily (subfamily IG) hydrolase, 5'-nucleotidase
TIGR04329	CRISPR-associated endonuclease Cas1, subtype PREFRAN
TIGR00089	radical SAM methylthiotransferase, MiaB/RimO family
TIGR04349	putative 7-cyano-7-deazaguanosine (preQ0) biosynthesis protein QueE
TIGR00004	reactive intermediate/imine deaminase
TIGR02181	glutaredoxin 3
TIGR00482	nicotinate (nicotinamide) nucleotide adenylyltransferase
TIGR03180	OHCU decarboxylase
TIGR01279	light-independent protochlorophyllide reductase, N subunit
TIGR04398	SLAP domain
TIGR01557	myb-like DNA-binding domain, SHAQKYF class
TIGR03594	ribosome-associated GTPase EngA
TIGR04251	SynChlorMet cassette radical SAM/SPASM protein ScmF
TIGR04399	accessory Sec system S-layer assembly protein
TIGR02621	CRISPR-associated helicase Cas3, subtype Dpsyc
TIGR03093	small, acid-soluble spore protein L
TIGR01332	cytochrome b559, alpha subunit
TIGR04166	tetrahydromethanopterin S-methyltransferase, subunit B
TIGR02822	zinc-binding alcohol dehydrogenase family protein
TIGR01857	phosphoribosylformylglycinamidine synthase
TIGR03500	flagellar biosynthetic protein FliO
TIGR04145	Firmicu-CTERM domain
TIGR02360	4-hydroxybenzoate 3-monooxygenase
TIGR03060	photosystem II biogenesis protein Psp29
TIGR01033	DNA-binding regulatory protein, YebC/PmpR family
TIGR01412	Tat-translocated enzyme
TIGR03003	ectoine/hydroxyectoine ABC transporter, permease protein EhuD
TIGR03004	ectoine/hydroxyectoine ABC transporter, permease protein EhuC
TIGR04521	energy-coupling factor transporter ATPase
TIGR02301	TIGR02301 family protein
TIGR03305	alternate F1F0 ATPase, F1 subunit beta
TIGR02113	phosphopantothenoylcysteine decarboxylase
TIGR03149	cytochrome c nitrite reductase, Fe-S protein
TIGR03683	alanine--tRNA ligase
TIGR03828	1-phosphofructokinase
TIGR04300	exosortase family protein XrtM
TIGR01125	ribosomal protein S12 methylthiotransferase RimO
TIGR02359	energy coupling factor transporter S component ThiW
TIGR02322	phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN
TIGR03431	phosphonate ABC transporter, periplasmic phosphonate binding protein
TIGR02021	magnesium protoporphyrin O-methyltransferase
TIGR01357	3-dehydroquinate synthase
TIGR03062	YhgE/Pip C-terminal domain
TIGR00949	homoserine/Threonine efflux protein
TIGR02196	glutaredoxin-like protein, YruB-family
TIGR00543	isochorismate synthase
TIGR00062	ribosomal protein bL27
TIGR01722	methylmalonate-semialdehyde dehydrogenase (acylating)
TIGR00116	translation elongation factor Ts
TIGR02032	geranylgeranyl reductase family
TIGR03247	glucarate dehydratase
TIGR03816	helicase/secretion neighborhood TadE-like protein
TIGR01118	galactose-6-phosphate isomerase, LacA subunit
TIGR00319	desulfoferrodoxin FeS4 iron-binding domain
TIGR03746	integrating conjugative element protein, PFL_4703 family
TIGR04357	CofD-related protein, GAK system
TIGR04250	SynChlorMet cassette radical SAM/SPASM protein ScmE
TIGR00851	PTS system, mannitol-specific IIC component
TIGR00103	DNA-binding protein, YbaB/EbfC family
TIGR03709	polyphosphate:nucleotide phosphotransferase, PPK2 family
TIGR03241	succinylarginine dihydrolase
TIGR03984	CRISPR-associated protein, TIGR03984 family
TIGR02687	TIGR02687 family protein
TIGR00608	DNA repair protein RadC
TIGR02703	carboxysome peptide A
TIGR02992	ectoine utilization protein EutC
TIGR03499	flagellar biosynthesis protein FlhF
TIGR00333	nrdI protein
TIGR01305	guanosine monophosphate reductase
TIGR03125	triphosphoribosyl-dephospho-CoA synthase CitG
TIGR01668	HAD phosphatase, family IIIA
TIGR04539	tRNA-dependent cyclodipeptide synthase
TIGR00020	peptide chain release factor 2
TIGR01993	pyrimidine 5'-nucleotidase
TIGR01182	2-dehydro-3-deoxyphosphogluconate aldolase/4-hydroxy-2-oxoglutarate aldolase
TIGR00139	homoaconitase
TIGR04453	Cys-rich protein, LA_1312 family
TIGR00117	aconitate hydratase 2
TIGR03185	DNA sulfur modification protein DndD
TIGR01025	ribosomal protein uS19
TIGR00360	ComEC/Rec2-related protein
TIGR02902	ATP-dependent protease LonB
TIGR03739	PRTRC system protein D
TIGR02321	phosphonopyruvate hydrolase
TIGR01177	putative methyltransferase, TIGR01177 family
TIGR02093	glycogen/starch/alpha-glucan phosphorylases
TIGR03513	gliding motility-associated protein GldL
TIGR00205	flagellar hook-basal body complex protein FliE
TIGR03840	thiopurine S-methyltransferase, Se/Te detoxification family
TIGR02710	CRISPR-associated protein, TIGR02710 family
TIGR03364	FAD dependent oxidoreductase TIGR03364
TIGR03110	exosortase family protein XrtG
TIGR02577	CRISPR-associated protein Cas10/Cmr2, subtype III-B
TIGR03073	release factor H-coupled RctB family protein
TIGR01899	CRISPR type III-A/MTUBE-associated RAMP protein Csm5
TIGR00051	acyl-CoA thioester hydrolase, YbgC/YbaW family
TIGR00445	phospho-N-acetylmuramoyl-pentapeptide-transferase
TIGR00759	pyruvate dehydrogenase (acetyl-transferring), homodimeric type
TIGR02483	phosphofructokinase
TIGR03647	putative solute:sodium symporter small subunit
TIGR01057	DNA topoisomerase I
TIGR02589	CRISPR-associated protein Cas7/Csd2, subtype I-C/DVULG
TIGR00255	TIGR00255 family protein
TIGR01069	MutS2 family protein
TIGR02365	dihydroxyacetone kinase, L subunit
TIGR01863	CRISPR-associated protein Cas8c/Csd1, subtype I-C/DVULG
TIGR04211	SH3 domain protein
TIGR00229	PAS domain S-box protein
TIGR02028	geranylgeranyl reductase
TIGR00708	cob(I)yrinic acid a,c-diamide adenosyltransferase
TIGR04534	ELWxxDGT repeat
TIGR02959	RNA polymerase sigma factor, SigZ family
TIGR00099	Cof-like hydrolase
TIGR02692	CCA tRNA nucleotidyltransferase
TIGR02868	thiol reductant ABC exporter, CydC subunit
TIGR03724	Kae1-associated kinase Bud32
TIGR04101	CCGSCS motif protein
TIGR01174	cell division protein FtsA
TIGR01196	phosphogluconate dehydratase
TIGR03857	probable F420-dependent oxidoreductase, MSMEG_2249 family
TIGR03254	oxalyl-CoA decarboxylase
TIGR04354	amphi-Trp domain
TIGR00995	chloroplast protein import component, Tic22 family
TIGR00733	oligopeptide transporter, OPT family
TIGR03036	tryptophan 2,3-dioxygenase
TIGR01254	ABC transporter periplasmic binding protein, thiB subfamily
TIGR00847	cytochrome oxidase maturation protein, cbb3-type
TIGR01209	RNA ligase, Pab1020 family
TIGR01052	DNA topoisomerase VI, B subunit
TIGR01268	phenylalanine-4-hydroxylase
TIGR02909	uncharacterized protein, YkwD family
TIGR01716	transcriptional activator, Rgg/GadR/MutR family, C-terminal domain
TIGR00980	mitochondrial import inner membrane translocase subunit tim17
TIGR02084	3-isopropylmalate dehydratase, small subunit
TIGR02522	pilus (Caulobacter type) biogenesis lipoprotein CpaD
TIGR03398	phospholipase C accessory protein PlcR
TIGR02999	RNA polymerase sigma factor, TIGR02999 family
TIGR01926	uncharacterized peroxidase-related enzyme
TIGR02055	adenylylsulfate reductase, thioredoxin dependent
TIGR04162	exosortase E/protease, VPEID-CTERM system
